id,brand,title,description,price,cluster_id,pricecurrency,page_url
1051,Ubiquiti,24 Port PoE Smart Switch 500W | Ubiquiti US-24-500W,"Build and expand your network with Ubiquiti Networks® UniFi® Switch, part of the UniFi line of products. The UniFi Switch is a fully managed, PoE+ Gigabit switch, delivering robust performance and intelligent switching for growing networks.Switching PerformanceThe UniFi Switch offers the forwarding capacity to simultaneously process traffic on all ports at line rate without any packet loss.PoE+ FlexibilityThe UniFi Switch models are available with 8, 16, 24, or 48 PoE Gigabit Ethernet ports of auto-sensing IEEE 802.3af/at or configurable 24V passive PoE to simplify your infrastructure. By default, the UniFi Switch automatically detects 802.3af/at devices so they automatically receive PoE. For 24V passive PoE devices, manually enable 24V passive PoE using the UniFi Controller software.Fiber ConnectivityThe UniFi Switch provides fiber connectivity options for easy expansion of your networks. Each UniFi Switch model includes two SFP ports for uplinks of up to 1 Gbps. Each 48-port model adds two SFP+ ports for high-capacity uplinks of up to 10 Gbps, so you can directly connect to a high-performance storage server or deploy a long-distance uplink to another switch.",1295,268,,
1052,Ubiquiti,Ubiquiti UniFi Video Camera IR UVC-G3-PRO 3x Zoom,,445.00,875,,
1053,,Apple AirPods Generation 2 with Charging Case MV7N2AM/A,,127.05,876,,
1054,Xiaomi,Xiaomi Redmi Note 8 Pro 64GB 6GB RAM White,,389.00,877,,
1055,TISSOT,TISSOT -Everytime Small- T109.210.22.031.00,"Swiss-made quartz movementWidth 30mmScratch-resistant sapphire crystalGender ladiesOrigin Swiss MadeCollection T-ClassicCase shape roundWater-resistant316L stainless steel case with yellow gold PVD PVD = Physical Vapour Deposition ist die wörtliche Übersetzung. Darunter versteht man die Vakuum-Metallisierung, also das Aufdampfen verschiedenster Materiallien wie z.B. Aluminium, Gold, Silber, Platin, Chrom usw. als Oberflächenveredelung. Diese Beschichtungsweisen werden überall eingesetzt, wo massive und teure Edelmetallteile durch beschichtete Komponenten ersetzt werden können.PVD = Physical vapour deposition is the word to word translation. PVD is a method of vacuum deposition and is a general term used to describe any of a variety of methods to deposit thin films by the condensation of a vaporized form of the material onto various surfaces ( e.g. aluminium, gold, silver, platinum, chrome, etc.) as a surface processing.These coating methods are used wherever solid and precious metals can be replaced by coated components. coatingLength 30mmLug 15mmThickness 6.2mmWeight 58gDial color silverDigits IndexCaliberThe indication for size and characteristic forms of movement, as well as the arrangement of plate, bridge, cock, barrel and escapement. ETA 902.101Dial (hour, minute, second)Band 316L stainless steelTape color yellow gold 1N14, grayjewelry claspThe name of Everytime is program: As the name implies, this watch will always win on every occasion. With the new Tissot Everytime, the traditional Swiss brand introduces a timepiece that lives up to every lifestyle, outfit and occasion with its minimalist, clear dial design and the large number of bracelet options available. All versions of this timeless, precise quartz watch have high-quality, scratch-resistant sapphire crystal, which is safe on the stainless steel housing. The stainless steel bracelet is the perfect complement to give every Tissot Everytime a unique look. This model has a bi-color 316L stainless steel case with yellow gold PVD coating and a silver dial with indexes. The bicolour 316L stainless steel bracelet with yellow gold PVD coating has a jewelry clasp. The Swiss Made Quartz Eine Quartzuhr ist eine Uhr, deren Taktgeber kein mechanisches Pendel, sondern ein elektronischer Quartzoszillator ist, dessen Frequenz mit Hilfe eines Schwingquartzes besonders genau eingehalten wird. Die Stromversorgung erfolgt mittels einer Batterie (Lebensdauer ca. 1 Jahr)A clock that doesn’t use a pendulum. to set the beat, but an electronic oscillator which is regulated by a quartz crystal to keep the time. This oscillator creates a signal with a very precise frequency. Its power supply comes from a battery ( durability about 1 year ) movement is equipped with a battery final display.Watch rate warrantyEach of these clocks is subjected to a series of quality tests by our clockmakers just prior to its delivery. So any quality mistakes are nearly impossible!Original TISSOT box with detailed operating instructions",263.19,647,,
1056,Corsair,Corsair Vengeance Lpx 32 Gb (2x16 Gb) Ddr4 Dram Dimm 3200 M Hz Unbuffered 16 18 18 36 Black Heat Spreader 1.35 V Xmp 2.0,Vengeance LPX memory is designed for high-performance overclocking. The heatspreader is made of p...,0.0,306,,
1057,,Sram PC 1031 10 Speed 114 Links,"SRAM'S Super Narrow 10-speed PowerChain features the PowerLock connecting link the only secure toolless attachment device for a sub 6mm chain in today's market. The SRAM PC-1031 chains feature our solid rivet pin construction.Specifications:Compat - Speed (CN) 10sChain length (links): 114 linksColour - Outer link: Grey, SilverColour - Inner link: GreyChain connector: PowerLockInner link finish: PolishedOuter link finish: Nickel, PolishedPin variant: Solid pinPin Treatment: Chrome hardenedSKU:PSASR0007SRAM part referenceCHPX13 =92.2711.114.105 (1 chain)CHPX13E =92.2711.114.116 (25 chains)",19.0,458,,
1058,,POKEMON TCG: SWORD AND SHIELD REBEL CLASH ELITE TRAINER,"Galarian Pokémon Are Ready to Rock!Rock out with new Pokémon! Crank it loud and blast the beat - you’ll find rebellion, chaos, and punk attitude galore in the Pokémon TCG: Sword & Shield - Rebel Clash expansion, loaded with Pokémon V including Toxtricity V, Dubwool V, Boltund V, Sandaconda V, and more! You’ll also find a handful of Pokémon VMAX, including the final Evolutions of all three first partners, plus Copperajah VMAX and Dragapult VMAX. Take to the stage and the streets with the Sword & Shield - Rebel Clash expansion!The Pokémon TCG: Sword & Shield - Rebel Clash Elite Trainer Box includes:• 8 Pokémon TCG: Sword & Shield - Rebel Clash booster packs• 65 card sleeves featuring Copperajah• 45 Pokémon TCG Energy cards• A player’s guide to the Sword & Shield - Rebel Clash expansion• A Pokémon TCG rulebook• 6 damage-counter dice• 1 competition-legal coin-flip die• 2 acrylic condition markers• A collector's box to hold everything, with 4 dividers to keep it organized• A code card for the Pokémon Trading Card Game Online",3.999E1,878,,
1059,,Logitech C920 Full HD Webcam,,1.09E2,879,,
1060,,"Belkin cable Duaratek plus lightning to USB 1,20 m - Black",,29,880,,
1061,,Johnnie Walker Red Label Blended Scotch Whisky 70 Cl,,12.09,52,,
1062,,RAM MOUNT RAP-B-401U Base Mount,"The RAM Tough-Claw™ is the perfect mounting base for quick and easy tool-less installation and removal on round, square, odd shaped rails and bars. The Tough-Claw™ can be clamped on rails from 1″ to 1.875″ outer diameter. Ideal for mounting tablets, action cameras, smartphones, rod holders for rod storage and much more in a wide variety of applications. Perfectly suited for mounting on the yoke of an aircraft, handlebars and seat posts of bicycles, kayak rails, roll bars and much more, the RAM® Tough-Claw™ will soon become another essential RAM® component in your collection of mounting options. Clamping Range (Rail/Tube Surfaces): 1″ to 2.25″ Clamping Range (Flat Surfaces): 0″ to 2.2″Physical Dimensions: 6″ Height & 2.25″ WidthFeatures: High strength glass filled nylon construction with corrosion resistant stainless steel hardware Rubber pads provide stable, even gripping and protection of mounting surface Clamp jaw is configured for round, flat and odd shapes Quick installation and removal of Tough-Claw™ Lifetime Warranty!To obtain full support for your device:Step 1: Choose your ball carrier that suits your use. (handlebar, flat surface, etc...)Step 2: Select your sleeve for mounting ball. (Short, Standard, Standard )Step 3: Choose your medium suitable for your device.",75.59,881,,
1063,Apple,APPLE AIRPODS GENERATION 2 with Charging Case MV7N2AM/A,"Apple AirPods Generation 2 with Charging Case MV7N2AM/A. 57.JPG\"" alt=\""\""> 57.JPG\"" alt=\""\""> Apple AirPods Generation 2 with Charging Case MV7N2AM/A Apple, MV7N2AM/A GRADE A Fully Functional Seller Refurbished is a fully-functional product in \""Like New/Very Good Condition\"" that may or may not have minor cosmetic defects, blemishes, dents, scratches. Product that has been inspected, tested, and restored to the original manufacturer's operating specifications. UPC: 190199098428 Weight: 0.20 lbs Dimensions: 0.7 x 0.6 x 1.34 in 90-Day Warranty A 90-day Warranty is included for free with every product on VIPOUTLET. Yup, we are confident in our refurbishment. Product Description SpecificationsFeatures No features description availableBrandAppleColorStandard charging case Gen 2Manufacturer Part NumberMV7N2AM/AAssembled Product Dimensions (L x W x H)0.70 x 0.60 x 1.34 Inches 90-Day Warranty Free Shipping Both Ways 65 Point Inspection All our devices undergo a rigorous 65-point physical and technical examination to ensure that we can deliver the highest quality to our customers. 25+ Years experience As an industry leader in product sourcing and reconditioning, we are expert in providing the best and finest quality products. US Seller/US Sourced All our products are sourced from the USA. 100% Functional We grade over 10 million devices each month and only the ones that pass our rigorous quality control with a score of 100% approval are released for the retail market. Why Choose Us? Payment Policy Shipping Policy Warranty Return Policy FAQ Why Choose Us? VIPOUTLET was established to provide consumers the opportunity to benefit from amazing deals on: new, over-stocked, open-box, and refurbished products from the nations largest retailers and manufacturers. Retailers and manufacturers provide products directly to VIPOUTLET to leverage our extensive remarketing channels. Sealed product is instantly made available to you for immediate purchase. If products arrive as open box VIPOUTLET refurbishes products to ensure they function according to the original manufacture's specifications. VIPOUTLET is North America's largest refurbisher of Retailers/Manufactures product backing our work with a 90-day warranty to ensure a great user experience. Every single item we sell goes through thorough inspection processes to make sure it works perfectly. Payment Policy For your safety and convenience, we process all payments through PayPal where all major Credit Cards are accepted (Amex, Visa, MasterCard, Discover, etc.). We unfortunately cannot accept payments from accounts located outside of the US and Canada. For \""Buy It Now\"" listings, your PayPal payment is due at the time of checkout. For auction style listings, your PayPal payment is due within 48 hours after the end of the auction. Shipping Policy Ground Shipping is always Free within the US (48 contiguous states)! Your order will be processed by one of our 6 fulfillment warehouses as soon as we receive it. We do our best to ship it out within 24-48 business hours of receiving your order and provide tracking numbers on all orders. Please note that we can only ship to addresses verified with PayPal or your credit card. We may contact you for additional verification if needed. We cannot ship to APO or FPO addresses, and orders to Puerto Rico, Hawaii, and Alaska will incur additional shipping charges. All order over $100 will require an adult signature. Warranty 90-Day Warranty on all our products. We proudly stand behind the quality of our products. If the device you purchased is found to be defective or experience a problem, we will be happy to provide a replacement if available upon the item's return within 90 days of your receiving delivery. If you need to return a defective device, please contact us through eBay messaging before shipping the return so we may initiate the RMA. Once the item has been received and verified, a replacement will be sent out free of charge. Should the same model no longer be available we will either offer a replacement of similar or better value or full refund. Our warranty policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device, and does not cover damages caused by buyer neglect or abuse. Return Policy Hassle Free Returns! All our products come with a 30-Day Free Return Policy. If you would like to return your item and you are within 30 days of the purchase, and it is still in its original condition, you can request a return label and return the item by contacting us through eBay messaging. We offer Free Returns and will provide you with a prepaid return label. Once the item has been received and verified, a refund of the purchase price and any taxes paid will be issued through PayPal. Our return policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device. FAQ Nature of our Products: We sell brand new and refurbished products of a large variety - from “brand new” in original box to “like new” or “Refurbished” in an original or non-original box. The condition of the item you are purchasing will clearly be marked on the listing page. Does my product come with warranty? 90-Day Warranty on all our products. We proudly stand behind the quality of our products. If the device you purchased is found to be defective or experience a problem, we will be happy to provide a replacement if available upon the item's return within 90 days of your receiving delivery. If you need to return a defective device, please contact us through eBay messaging before shipping the return so we may initiate the RMA. Once the item has been received and verified, a replacement will be sent out free of charge. Should the same model no longer be available we will either offer a replacement of similar or better value or full refund. Our warranty policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device, and does not cover damages caused by buyer neglect or abuse. Can I return my purchase? Hassle Free Returns! All our products come with a 30-Day Free Return Policy. If you would like to return your item and you are within 30 days of the purchase, and it is still in its original condition, you can request a return label and return the item by contacting us through eBay messaging. We offer Free Returns and will provide you with a prepaid return label. Once the item has been received and verified, a refund of the purchase price and any taxes paid will be issued through PayPal. Our return policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device. I received my item but it's missing something...what now? This means we messed up a little and we promise to make it right. Please contact us through eBay messaging so we can send you the missing item/accessory right away. I received the wrong item...what now? This means we really messed up and we promise to make it right. Please contact us through eBay messaging so we can get the right item sent to you right away. How long does it take to process my return/refund? Once you receive your prepaid return label, you will need to ship the item back to us. Upon receiving the item back at one of our facilities and checking it in for review, we will process your refund within 48 business hours. Please note that the time it takes for the funds to appear on your original form of payment is solely due to that specific financial institution or credit card. Typical industry times are 3-5 business days. Feedback Policy We understand that sometimes there are situations where you may not be satisfied with your order/product or its fulfillment. However, we are here to assist you and resolve any issues that arise, so please give us a chance to do so prior to potentially posting any negative feedback. We are sure that we can provide a solution that makes you happy. Can I change the shipping address after I placed my order? Unfortunately, once you have completed checkout we are unable to make changes to your order. Visit Our Store For Best Deals VipOutlet Store 90-Day Warranty A 90-day Warranty is included for free with every product on VIPOUTLET. Yup, we are confident in our refurbishment. Free Shipping Both Ways Fast & Free Shipping on all orders. Not completely satisfied? No problem! Send it back for free within 30 Days. We've got it all covered. Satisfaction Guaranteed Real support from the efurb Experts comes standard with every purchase. No extra charges. No Upsells. 100% Free. Newsletter signup 57.JPG\""> Apple AirPods Generation 2 with Charging Case MV7N2AM/A Apple, MV7N2AM/A GRADE A Fully Functional Seller Refurbished is a fully-functional product in \""Like New/Very Good Condition\"" that may or may not have minor cosmetic defects, blemishes, dents, scratches. Product that has been inspected, tested, and restored to the original manufacturer's operating specifications. UPC: 190199098428 Weight: 0.20 lbs Dimensions: 0.7 x 0.6 x 1.34 in 90-Day Warranty A 90-day Warranty is included for free with every product on VIPOUTLET. Yup, we are confident in our refurbishment. Product Description SpecificationsFeatures No features description availableBrandAppleColorStandard charging case Gen 2Manufacturer Part NumberMV7N2AM/AAssembled Product Dimensions (L x W x H)0.70 x 0.60 x 1.34 Inches 90-Day Warranty Free Shipping Both Ways 65 Point Inspection All our devices undergo a rigorous 65-point physical and technical examination to ensure that we can deliver the highest quality to our customers. 25+ Years experience As an industry leader in product sourcing and reconditioning, we are expert in providing the best and finest quality products. US Seller/US Sourced All our products are sourced from the USA. 100% Functional We grade over 10 million devices each month and only the ones that pass our rigorous quality control with a score of 100% approval are released for the retail market. Why Choose Us? Payment Policy Shipping Policy Warranty Return Policy FAQ Why Choose Us? VIPOUTLET was established to provide consumers the opportunity to benefit from amazing deals on: new, over-stocked, open-box, and refurbished products from the nations largest retailers and manufacturers. Retailers and manufacturers provide products directly to VIPOUTLET to leverage our extensive remarketing channels. Sealed product is instantly made available to you for immediate purchase. If products arrive as open box VIPOUTLET refurbishes products to ensure they function according to the original manufacture's specifications. VIPOUTLET is North America's largest refurbisher of Retailers/Manufactures product backing our work with a 90-day warranty to ensure a great user experience. Every single item we sell goes through thorough inspection processes to make sure it works perfectly. Payment Policy For your safety and convenience, we process all payments through PayPal where all major Credit Cards are accepted (Amex, Visa, MasterCard, Discover, etc.). We unfortunately cannot accept payments from accounts located outside of the US and Canada. For \""Buy It Now\"" listings, your PayPal payment is due at the time of checkout. For auction style listings, your PayPal payment is due within 48 hours after the end of the auction. Shipping Policy Ground Shipping is always Free within the US (48 contiguous states)! Your order will be processed by one of our 6 fulfillment warehouses as soon as we receive it. We do our best to ship it out within 24-48 business hours of receiving your order and provide tracking numbers on all orders. Please note that we can only ship to addresses verified with PayPal or your credit card. We may contact you for additional verification if needed. We cannot ship to APO or FPO addresses, and orders to Puerto Rico, Hawaii, and Alaska will incur additional shipping charges. All order over $100 will require an adult signature. Warranty 90-Day Warranty on all our products. We proudly stand behind the quality of our products. If the device you purchased is found to be defective or experience a problem, we will be happy to provide a replacement if available upon the item's return within 90 days of your receiving delivery. If you need to return a defective device, please contact us through eBay messaging before shipping the return so we may initiate the RMA. Once the item has been received and verified, a replacement will be sent out free of charge. Should the same model no longer be available we will either offer a replacement of similar or better value or full refund. Our warranty policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device, and does not cover damages caused by buyer neglect or abuse. Return Policy Hassle Free Returns! All our products come with a 30-Day Free Return Policy. If you would like to return your item and you are within 30 days of the purchase, and it is still in its original condition, you can request a return label and return the item by contacting us through eBay messaging. We offer Free Returns and will provide you with a prepaid return label. Once the item has been received and verified, a refund of the purchase price and any taxes paid will be issued through PayPal. Our return policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device. FAQ Nature of our Products: We sell brand new and refurbished products of a large variety - from “brand new” in original box to “like new” or “Refurbished” in an original or non-original box. The condition of the item you are purchasing will clearly be marked on the listing page. Does my product come with warranty? 90-Day Warranty on all our products. We proudly stand behind the quality of our products. If the device you purchased is found to be defective or experience a problem, we will be happy to provide a replacement if available upon the item's return within 90 days of your receiving delivery. If you need to return a defective device, please contact us through eBay messaging before shipping the return so we may initiate the RMA. Once the item has been received and verified, a replacement will be sent out free of charge. Should the same model no longer be available we will either offer a replacement of similar or better value or full refund. Our warranty policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device, and does not cover damages caused by buyer neglect or abuse. Can I return my purchase? Hassle Free Returns! All our products come with a 30-Day Free Return Policy. If you would like to return your item and you are within 30 days of the purchase, and it is still in its original condition, you can request a return label and return the item by contacting us through eBay messaging. We offer Free Returns and will provide you with a prepaid return label. Once the item has been received and verified, a refund of the purchase price and any taxes paid will be issued through PayPal. Our return policy is void if you attempt to modify, open, unlock, root, or change the operating system of the device. I received my item but it's missing something...what now? This means we messed up a little and we promise to make it right. Please contact us through eBay messaging so we can send you the missing item/accessory right away. I received the wrong item...what now? This means we really messed up and we promise to make it right. Please contact us through eBay messaging so we can get the right item sent to you right away. How long does it take to process my return/refund? Once you receive your prepaid return label, you will need to ship the item back to us. Upon receiving the item back at one of our facilities and checking it in for review, we will process your refund within 48 business hours. Please note that the time it takes for the funds to appear on your original form of payment is solely due to that specific financial institution or credit card. Typical industry times are 3-5 business days. Feedback Policy We understand that sometimes there are situations where you may not be satisfied with your order/product or its fulfillment. However, we are here to assist you and resolve any issues that arise, so please give us a chance to do so prior to potentially posting any negative feedback. We are sure that we can provide a solution that makes you happy. Can I change the shipping address after I placed my order? Unfortunately, once you have completed checkout we are unable to make changes to your order. Visit Our Store For Best Deals VipOutlet Store 90-Day Warranty A 90-day Warranty is included for free with every product on VIPOUTLET. Yup, we are confident in our refurbishment. Free Shipping Both Ways Fast & Free Shipping on all orders. Not completely satisfied? No problem! Send it back for free within 30 Days. We've got it all covered. Satisfaction Guaranteed Real support from the efurb Experts comes standard with every purchase. No extra charges. No Upsells. 100% Free. Newsletter signup",129.00,616,,
